github_followers,github_public_repos,years_of_experience,skill_match_count,commit_frequency,repo_quality_score,collaboration_score,risk_category
13,32,3,1,4.623284974592826,0.846761552426899,0.7090792233184173,High Risk
63,45,4,9,7.140870226850175,9.037457706089416,7.675066953953641,Medium Risk
46,4,13,5,7.359353919374455,9.071174191801324,0.7125268532136497,Medium Risk
28,42,11,9,1.382755276778086,6.982329898131301,9.22120435961218,Low Risk
75,47,0,8,9.661780248345368,9.2618892143945,0.5097403579166138,Medium Risk
35,33,0,0,8.21031947096431,8.114530304136906,4.793252777715154,High Risk
98,39,9,3,2.044834611958235,8.285385759270493,7.230344308507957,Medium Risk
51,10,2,0,1.8616503574607024,5.6970785056993325,3.9324646479203773,High Risk
75,49,14,0,1.2566114557958274,3.0605919821617587,2.172334745924347,Medium Risk
6,2,14,7,1.3837856254191838,2.177991151164216,7.590909613960271,Medium Risk
28,32,9,1,7.481617990286962,3.272000220389292,7.8429470478872645,Medium Risk
10,10,2,0,4.696542569516236,6.284954300890621,9.226949839543671,High Risk
32,15,11,7,7.829341727398672,1.7265653583239893,3.761651104310777,Medium Risk
5,17,7,3,7.462548943502054,2.586402366373216,5.062517344973268,Medium Risk
78,29,8,2,6.046127135052216,4.680608627954644,3.63128442846072,Medium Risk
31,47,14,3,6.863666065786795,2.3305009852461556,2.570818218513682,Medium Risk
50,9,13,4,0.1835572437914179,5.886436697160616,7.510329615376086,Medium Risk
74,17,10,0,3.1177764680502196,9.231760284563299,3.3965184501695544,Medium Risk
57,37,11,0,6.378221792594102,7.480893657031265,4.28149441992352,Medium Risk
86,18,0,2,0.09344953486244201,6.66426614148913,4.036736576240278,High Risk
25,35,13,5,0.32976943682593407,5.827214759837788,7.1266122564674586,Medium Risk
97,12,10,0,8.518879824703832,4.879479092570649,9.177956261106798,Medium Risk
45,45,1,1,6.840248616920718,1.8656385963465971,6.667560613073773,High Risk
97,2,9,6,2.6536973312034395,8.947104554268655,4.715825960942325,Medium Risk
28,9,1,0,6.87962840118709,2.485360020128363,7.792051147388834,High Risk
3,37,14,6,7.9245666913926325,0.9130887757816075,6.409713241221375,Medium Risk
80,0,3,3,3.0679428311010124,7.500151792286952,0.6061035711781348,High Risk
98,26,1,9,0.3603737749918745,1.756155343311664,0.9566358641884165,High Risk
12,45,6,5,9.327791246877345,3.71895999541176,0.3791694407363333,Medium Risk
38,7,12,7,3.451798382956305,0.2828492829097973,4.568163262063198,Medium Risk
14,45,14,8,1.0648176328470638,1.3706794254044807,8.258534343389648,Medium Risk
28,41,8,5,4.9185687139314735,1.7320363075991208,3.1308316935135205,Medium Risk
28,16,6,8,7.684677956641338,0.5441012775017795,3.8416018309248168,Medium Risk
74,8,11,3,2.2164731461755913,6.566569566228452,9.094771083678907,Medium Risk
31,5,5,5,2.694900501333634,8.370077958031173,8.369034453166549,Medium Risk
1,42,14,7,2.4271498679858317,3.7331540636594096,6.6504811238256,Medium Risk
46,24,9,8,9.916730528316782,8.745764767182006,2.668037820922513,Medium Risk
77,38,0,2,1.9740373373054254,2.1334657456012653,1.170414826884435,High Risk
83,48,10,1,5.75520216966124,3.253904235612395,0.16058822680113716,Medium Risk
21,27,9,5,9.252646416569643,1.5073699303116839,1.0701067260442088,Medium Risk
74,32,8,3,1.4689656887777924,6.205591954189986,2.9259644362394277,Medium Risk
26,36,4,0,9.708541978677003,4.198695908703068,5.517900635794957,Medium Risk
66,8,10,7,9.474772343956246,6.132833468418987,0.6400008275238689,Medium Risk
80,17,4,8,8.845719870582625,7.616749053941836,1.36227778318449,Medium Risk
55,20,5,8,2.1455652133000225,5.457030160329484,1.8108070230794104,Medium Risk
91,1,8,1,6.3405505601098335,6.276303549017879,6.319820929833062,Medium Risk
92,42,12,8,7.608914729612401,9.352503143943329,6.157897989801244,Low Risk
20,37,7,6,9.860279281964297,2.990643096088431,5.507657263721529,Medium Risk
46,39,7,4,1.8042382208137042,3.5916393863395313,2.505014246959396,Medium Risk
79,35,13,6,7.660258995192964,7.177033617093369,3.71119691218732,Low Risk
58,49,7,8,3.3880116992711296,6.113055170553867,0.9668971633774304,Medium Risk
83,42,0,7,1.7562646556800232,1.7853290453971482,2.264606037580549,High Risk
5,36,0,5,4.213769412138549,3.7614731001049018,8.977052264725804,Medium Risk
18,14,7,3,7.9383591214861635,4.67838013124715,9.796917464358284,Medium Risk
56,27,4,0,4.648498037040522,4.193898379683894,6.476595856402946,High Risk
68,17,8,5,5.375231002030485,1.782748083220408,9.168232920234201,Medium Risk
2,33,1,2,9.951594102001213,9.244300917842622,6.427419004014251,Medium Risk
0,21,8,5,3.9910929955742604,7.6231876169397585,0.3319648610546988,Medium Risk
57,10,11,5,6.154007547092398,4.813558321078522,9.96762584986409,Medium Risk
37,12,13,3,3.6524420161537186,6.800610283068366,0.989523016865349,Medium Risk
14,3,7,1,3.9278564632870494,8.972826721355219,6.826418014450607,Medium Risk
33,21,8,8,6.956407534454081,1.3617414236157122,2.5283620307479007,Medium Risk
60,6,3,1,9.378869760948835,2.503730507069777,3.9198111290696014,High Risk
34,42,0,2,5.423589504923214,5.42701247256645,6.459341848009382,High Risk
63,23,0,9,7.683999289487798,7.990103713523586,4.36487349307707,Medium Risk
24,3,4,0,0.8920655881696382,0.3625489544152738,2.5054605893112827,High Risk
23,27,1,6,2.11158037431927,9.840181501963606,3.344461868783247,Medium Risk
11,14,13,0,5.021316409195324,4.5490660288239715,3.4154811692317635,Medium Risk
17,0,7,8,0.2001172362877479,3.59231140621723,9.593239045082138,Medium Risk
14,2,9,0,2.528549787625588,2.9272443783977184,7.98613015923451,High Risk
79,13,10,4,5.174012898249662,1.7435670765087163,4.5854877147940005,Medium Risk
26,37,4,6,0.14961198256300712,7.915739089300279,1.9982092034136412,Medium Risk
71,49,4,2,2.645462862260417,9.554141647460966,8.11016110262656,Medium Risk
59,0,1,8,5.140308194758695,4.136447548453982,1.571824716083735,High Risk
45,37,6,7,5.731492479812457,9.524206947534562,2.104622171420034,Medium Risk
88,37,12,2,9.257516930553054,8.237976154350342,3.6601339184015114,Medium Risk
16,20,7,4,6.4534562325060785,4.810511274763183,8.803481958519901,Medium Risk
92,47,9,6,4.147358025299938,6.740261791261327,1.3178666863411026,Medium Risk
52,28,12,3,9.303511771330678,4.3498417917046295,1.2223419285452608,Medium Risk
7,4,0,4,7.848829833877943,5.587234082125524,4.939749883052659,High Risk
78,48,1,2,2.000089211127476,0.5804633701850381,2.7641054109367467,High Risk
26,9,9,8,1.3084236134881977,6.962634753005331,5.687279416481599,Medium Risk
45,27,3,9,6.75811635742733,0.5282464448413671,4.516366846832235,Medium Risk
49,20,4,8,5.598831655769838,8.170849469196495,4.349591063512168,Medium Risk
70,49,12,6,7.896736137927557,8.249469294605575,1.1197297048699328,Low Risk
2,6,1,9,7.388050500786864,2.370772875562146,1.4104969024984015,High Risk
92,2,0,1,6.25211533857515,3.2366278103580024,8.210785774468501,High Risk
63,44,8,6,9.863821716288921,4.813103785582933,8.858827375717444,Low Risk
43,46,13,6,5.335897301104087,5.9666290693248145,2.346835328852502,Medium Risk
52,19,0,4,1.1310575650171983,2.8735366174199672,1.1346050152476905,High Risk
23,18,12,8,8.282735648159884,5.92486404631925,0.5341667193451061,Medium Risk
59,34,14,2,2.51853362345709,2.9778707322929887,6.082976137418968,Medium Risk
2,3,3,3,7.773021481439183,0.5549072107106068,7.153532125002055,High Risk
19,4,1,0,9.571070960000513,0.025275498319089484,3.728099892032055,High Risk
45,0,10,5,6.967955139643412,1.011510579184286,6.796758674906396,Medium Risk
14,3,3,3,5.960301609498011,7.922507001640183,7.129588155595261,High Risk
24,11,7,0,4.603861756750406,9.614313123833371,9.353422813969054,Medium Risk
93,26,7,1,3.6440986599540324,4.269661992812193,0.6487363783510725,High Risk
77,41,14,2,3.5300475097183623,5.126839534499428,1.922917232310798,Medium Risk
70,22,10,8,6.363727057095906,1.4684816907342613,0.6852598759698814,Medium Risk
16,24,11,7,7.512731169377459,5.51031352680157,8.679939333361105,Low Risk
83,20,8,6,6.785170694844144,1.4465490200697684,7.925871600335686,Medium Risk
99,23,12,3,1.9841010119356273,6.112143311988301,5.74642070621839,Medium Risk
8,24,14,0,4.9398718014349114,9.332586675808539,0.8366341005118316,Medium Risk
37,44,10,7,7.91640072183063,1.956985393030396,2.733123586537196,Medium Risk
47,45,14,3,4.757040781890563,7.64563718057102,2.9771984805851694,Medium Risk
59,31,11,2,5.366232797354939,0.23502422818324042,5.607431960154171,Medium Risk
62,31,4,8,7.711360481708222,3.75497241321621,2.580438940367155,Medium Risk
85,4,6,9,6.6126530626509155,1.1074850783050905,0.7295986391295484,Medium Risk
1,35,2,3,4.093449208823926,3.5247544159569943,7.307623018532993,High Risk
87,45,9,3,8.954127111942189,1.7353691963888351,2.9908021165541134,Medium Risk
71,41,3,8,1.6256706866347859,3.733049901228874,4.5237417702330065,Medium Risk
10,48,9,1,9.955164485903246,4.175228061075304,1.2766663498230535,Medium Risk
63,41,8,4,1.188525784762372,3.0059112278091837,8.025483033945797,Medium Risk
76,38,9,3,0.14949971104238902,6.566219494731291,5.655318769240576,Medium Risk
80,15,9,8,8.900189011487647,9.188520512589097,9.015856262098628,Low Risk
71,32,13,4,2.449535083659561,4.005953741052723,4.954715630653333,Medium Risk
20,48,11,8,7.296996274467209,1.9234315647502143,9.414256718178798,Low Risk
17,20,0,8,8.110153749320693,2.7072275819598337,8.91868204381326,Medium Risk
93,8,1,1,8.589863910321169,8.54000823496369,5.764598564592339,High Risk
63,5,4,8,9.915942356641667,5.716397232701479,9.338934381498634,Medium Risk
81,44,2,2,2.9403971003999905,4.550110323069573,3.230887472945523,High Risk
94,34,1,3,7.102433419272591,1.496367215089267,3.6564216270421133,High Risk
37,38,0,0,1.1539985828082822,4.497273083237819,0.45477951306036934,High Risk
31,21,9,0,4.068092913568494,2.784920033573867,5.892009067638531,High Risk
10,40,2,0,8.479716933125903,9.431631278533493,7.219239699289334,Medium Risk
44,4,0,8,3.6765804605910835,8.840701094157312,7.735191902421032,Medium Risk
88,41,11,7,5.91095380535614,0.8390254182819801,1.498162860461033,Medium Risk
32,22,0,4,5.037734437246341,5.166534892612429,4.441590723125003,High Risk
40,16,11,4,6.459515311120451,2.250583455146721,1.7686321209391564,Medium Risk
7,11,0,8,9.728943893876949,4.107770895242906,6.621273488542489,Medium Risk
10,22,7,2,0.5573552650140212,8.768479982514565,1.5794637242176812,High Risk
85,15,14,2,5.739615175016297,5.275145198885448,9.041636839560748,Medium Risk
50,2,2,6,8.630287792502848,3.3421529337075984,2.3063464566141336,High Risk
87,29,10,8,4.813827117484275,2.0788835410499704,2.9140226628824486,Medium Risk
40,21,0,5,0.7852718594157282,8.003248594064893,8.509063221509997,High Risk
16,8,6,1,5.605393524167709,6.245180153643472,4.584676101457238,High Risk
75,28,9,0,3.320738908238204,4.680654604262312,0.23995945800073026,High Risk
45,46,2,1,1.549417853379359,2.1748435386297804,4.945862512026458,High Risk
31,36,7,0,8.49034513283473,3.342463741571313,0.8454333538012304,Medium Risk
78,22,3,9,5.215995129911216,9.598434267385185,9.853447186873106,Medium Risk
79,12,3,9,9.332764123790668,5.200899376058343,5.881115704556024,Medium Risk
53,31,4,8,8.06016504603069,4.00699281243253,2.5653261761097843,Medium Risk
85,45,5,9,6.929717937736673,5.214220423483239,5.637176795476178,Medium Risk
91,46,6,7,0.05025503365311934,7.789885058996086,0.7686710338175484,Medium Risk
19,47,13,6,4.278234566382499,3.401089365028688,7.99891304268817,Medium Risk
32,22,13,2,1.974862816520323,1.7870612093260885,9.253280538641636,Medium Risk
73,44,3,7,9.107979110488678,5.849361183390478,8.744443882061596,Medium Risk
39,16,7,1,1.7458398467636027,6.652041034810672,3.417576022985628,High Risk
31,39,12,1,2.860600516592855,7.127180029585496,3.257681196433685,Medium Risk
96,20,5,9,5.168367677344992,8.819875907661297,0.35087611216299996,Medium Risk
1,1,13,2,2.6336361899807925,3.7117412068911304,6.514003587009167,Medium Risk
96,36,0,6,2.098646772791212,0.753548962288918,5.349047841897949,High Risk
32,5,0,0,5.990993251027525,9.583485836309421,4.5934637132734135,High Risk
76,43,8,7,0.8892952275502386,4.350119274374752,9.07630953334707,Medium Risk
29,17,9,6,0.5816775872092472,6.232575096731313,1.678789010828463,Medium Risk
32,29,5,3,3.7224529518607143,6.663053231282923,0.09666266690182335,High Risk
76,21,9,4,7.206644545078623,5.465137087012035,0.7331645212076543,Medium Risk
25,32,7,9,5.548067582739479,2.0525752973627007,2.233714378273689,Medium Risk
21,29,12,0,4.228764684667788,7.5514305011614145,0.3328554926345695,Medium Risk
65,16,6,3,5.657515642245824,8.037519743040816,5.028437106431355,Medium Risk
37,42,11,0,3.654514846532736,5.529755860174398,3.1409045523357806,Medium Risk
89,31,5,0,9.36146335432113,4.885611605848416,1.8048300806813267,High Risk
45,41,3,9,0.5490489091077433,1.1393818312798532,7.500840749486621,Medium Risk
14,13,6,0,6.733914790298352,0.8395166149978384,2.0445132623253004,High Risk
97,9,8,6,8.912826648277505,3.3956484556352873,6.876051009937933,Medium Risk
43,46,13,6,8.038847087352535,3.1084615551739327,3.492649058476389,Medium Risk
48,35,10,3,1.8404103482144674,9.536564509632711,5.118277606625545,Medium Risk
74,33,9,1,2.9592634898028836,7.8362274244342975,9.338670398513198,Medium Risk
60,8,9,2,7.1704793870710475,6.5992429525906,0.3735163481581283,High Risk
66,41,13,7,0.8427055918076554,5.176480890176051,5.002645074774619,Medium Risk
5,27,6,7,8.118616998325841,1.6736753072665134,8.544229603276182,Medium Risk
8,10,0,5,7.189069446047903,9.78456672184284,5.879742483703485,Medium Risk
5,13,9,9,7.296066492353425,3.7504069824021,2.7687051696515663,Medium Risk
72,38,8,8,1.002413702675914,1.069256024472448,3.976811351450343,Medium Risk
94,46,12,8,7.177605448162309,4.937988957157461,6.802656287285745,Low Risk
31,18,3,3,6.7981812521997,8.739980116130832,8.90811894313803,Medium Risk
40,14,14,0,8.309224908218505,8.872910017773295,0.41066373746611595,Medium Risk
75,27,2,0,0.415959562564695,0.10965916056447256,0.7153882189037641,High Risk
7,23,3,9,0.23110668467792195,8.862957447513997,3.2505152360958753,Medium Risk
71,7,3,4,3.7300709987856076,2.7148421749985854,2.32779684437479,High Risk
49,42,12,1,1.4878828384915288,0.38972363968423074,2.64930886222406,High Risk
91,8,9,5,5.583844775702219,8.477902703628743,2.2126999862588095,Medium Risk
61,46,10,6,9.173489015067489,8.638667559882084,1.9582504885515772,Medium Risk
83,32,1,0,3.9147973033401575,5.9623107984235,1.3062396686929179,High Risk
61,32,13,5,8.449503772726041,5.744337572963584,9.33954131795238,Low Risk
6,18,11,7,0.0024087451786647396,8.131202726214195,1.4418946390615306,Medium Risk
74,2,13,4,1.685146434591842,7.863095527102798,2.044037747655362,Medium Risk
83,9,0,6,0.3042353965408562,8.90105473442704,2.4626572398078572,High Risk
79,39,11,9,3.2814718051506864,5.5274744759670345,9.330148731304206,Low Risk
3,46,9,5,9.081895956965027,9.676470927328086,7.557141336010847,Low Risk
5,41,11,3,0.9695212359898775,9.961468309333384,7.896994303155147,Medium Risk
57,0,0,6,6.064097767438003,1.1654460999863259,1.0475825953849804,High Risk
21,28,12,9,4.5149593911944415,8.49543759554122,8.363098750156716,Low Risk
25,49,13,8,9.384682123658125,4.99822257748589,4.08193081817418,Low Risk
2,33,7,9,1.2251914253709384,3.8756633829983214,2.6282302621238873,Medium Risk
40,12,13,9,2.1202785050222897,6.13072309882715,5.757500835203105,Medium Risk
59,0,1,6,0.29541968611493274,0.5596555726200703,8.221829058167339,High Risk
13,33,11,4,4.3393524963137375,5.064611187670799,7.786521510749093,Medium Risk
74,28,9,6,2.778328995646543,8.708905700266667,8.89997482581132,Medium Risk
81,47,4,2,8.69905933890321,2.134615161389688,9.281321860154438,Medium Risk
11,46,11,1,6.04940813197755,4.263898947694251,2.3812207142774957,Medium Risk
86,12,3,4,6.140907379757017,9.394808877148755,4.238578941692717,Medium Risk
11,47,7,3,5.319106968813024,4.285638378056973,0.14628539205070012,Medium Risk
12,48,1,4,0.91850337229201,3.5836763233239832,8.7932165926506,High Risk
24,28,9,7,4.450186837253552,4.4053664812337825,1.5457215147476755,Medium Risk
44,38,8,3,9.995051897085165,5.194527665175563,8.614748123426942,Medium Risk
18,23,6,8,8.352292908460148,6.3199134413146885,3.2938732198659637,Medium Risk
54,25,14,6,8.93459054167116,8.00692800916731,3.681335899811382,Low Risk
99,16,12,9,8.232263592464994,4.521022057643142,0.39132254483859374,Medium Risk
44,6,6,6,1.0304169343098268,8.174809350901404,3.268787897653196,Medium Risk
7,12,0,7,2.2744825406479965,5.337206613520806,8.88363682801264,High Risk
92,4,13,5,0.03121651356409627,3.384805103679777,0.2554740112160414,High Risk
52,25,11,7,3.035101248781115,6.579508281194142,4.063274730467254,Medium Risk
54,48,1,2,1.0860740234649258,7.177222547434914,0.31399629812741137,High Risk
31,2,3,9,4.72793345301583,5.580489756294876,3.7092342510906495,Medium Risk
50,6,3,9,6.771274885739019,0.5661497313472341,1.7264064078029118,High Risk
43,48,10,0,8.74505295038077,1.698828751608249,2.5221839326837205,Medium Risk
81,38,13,5,7.492171650908982,2.8529772089022822,8.77598373161419,Medium Risk
69,0,2,0,9.385855957785052,2.826256059514931,4.36049220621891,High Risk
17,48,6,8,0.538982903937888,6.734208002468706,2.737979914019122,Medium Risk
82,16,11,1,0.1217983541654144,0.18348661673632582,5.893383779505478,High Risk
21,42,7,1,6.613381138362127,7.556817770495199,1.4210695983258237,Medium Risk
36,24,1,6,2.8935241022224623,2.653424748069332,2.5939160742085585,High Risk
95,2,3,1,2.5350101610577314,3.100218462161024,5.462479676028885,High Risk
55,14,13,9,3.3088708769379425,5.279098279439243,2.3752304184806885,Medium Risk
58,28,2,7,2.6979605789236416,2.1592560093895754,6.791277374008732,Medium Risk
2,42,1,5,5.114364063015873,8.844713135755276,4.9149130225952256,Medium Risk
27,31,11,6,4.401484472241325,0.8536877932656528,7.719890702546909,Medium Risk
73,25,12,6,5.124285513766563,4.4438236230106485,9.482445357224686,Medium Risk
34,15,13,5,6.727136115004361,8.494222694548899,1.1580488934740774,Medium Risk
60,24,5,9,3.871305089711483,6.1584389442123575,3.3466500998454487,Medium Risk
92,27,12,8,2.5130768714215677,2.9232951584263347,3.1954906287840656,Medium Risk
53,8,3,8,1.6620053680874547,4.207602077764607,1.5118291933725425,High Risk
62,0,5,6,3.494741195326255,7.066943803425146,8.103031373334709,Medium Risk
78,28,1,8,7.418064752461721,9.732607433638993,7.5987870403879,Medium Risk
96,21,11,9,7.567049101114696,8.931387183794335,4.84425470834399,Low Risk
6,15,3,2,6.669053866842103,3.4243280838237675,5.377707777946096,High Risk
